,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,售房详情,税费解析,权属抵押,户型介绍,周边配套,小区介绍,适宜人群,装修描述,交通出行,房源核验码,查询房管备案记录,别墅类型,用水类型,用电类型,燃气价格
36,恐龙园商圈，九龙仓复式洋房，229平毛坯，业主诚心卖,230万,10049,新北区恐龙园,九龙仓时代上院,6室3厅1厨3卫,低楼层 (共20层),228.89㎡,复式,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2021-09-11,商品房,2017-09-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,恐龙园商圈，九龙仓复式洋房，229平毛坯，有钥匙,,"税费解析：
房屋产权:房子为商品房。税费信息:满两年 省增值税。 首套房90M以下1%、90M以上1.5二套房90M以下1%、90M以上2%三套房不论面积统-3%",,,"配套：
小区生活设施齐全.、菜市场、银行、交通便捷;2、小区内有健身器材，小型篮球场，可供小区居民使用;3、小区内停车位充足，建有地上停车场和地下车库;4、小区内24小时保安巡逻。","小区介绍：
环境优美:小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利:公交车方向众多，外部道路宽阔，交通十分便利。3.生活便利:小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松。",,,,,,,,,
37,满五唯一，楼层好，视野旷阔，采光充足，交通便利,145万,17073,新北区恐龙园,世茂香槟湖二期,2室2厅1厨1卫,高楼层 (共22层),84.93㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-11-16,商品房,2018-01-22,普通住宅,暂无数据,共有,有抵押 30 业主自还,已上传房本照片,小区环境优雅，配套成熟，交通便利，居住舒适,业主人非 常友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理,首套房契税是1.5%，二套是2%，三套及以上是3%，不满二5.3增值税,,,沿街商铺小区配套万达广场、常发广场 丰臣广场 信特商场、世茂广场大润发， 医院：三井医院，华山医院、 邮局：中国邮政储蓄银行河海邮政储蓄所银行：中国建设银行ATM(常州工学院新北校区西北) 分店中国银行 24小时自助银行,物业：世茂香槟湖物业，物业管理到位完善 绿化：小区绿化高，环境优美，定期打理草坪绿植 管理：小区人车分流，道路干净，物业定期冲洗,,,,,,,,,
38,恐龙园房精装别墅有钥匙随时看房价格可谈,490万,21791,新北区恐龙园,香树湾花园,9室1厅1厨3卫,低楼层 (共4层),224.87㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2022-09-04,商品房,2010-03-22,别墅,满五年,共有,无抵押,已上传房本照片,此房江阴产权，满五唯一，精装修，边户，迪诺水镇，恐龙园在旁.,,首套房1.5个点，二套房2个点，三套房3个点。该套房源满五而且是唯一住房，免个人所得税。,,,,新城物业，二十四小时保安巡逻，小区绿化环境好，人文素质好，旁边就是恐龙园，还有迪诺水镇,该小区是别墅小区，绿化环境好，房子利用空间大，适合一家老小入住。,,,,,暂无数据,,,
39,龙湖原山品质小区 电梯入户大平层 业主诚心出售,549万,23076,新北区恐龙园,龙湖原山,4室2厅1厨2卫,高楼层 (共16层),237.91㎡,平层,暂无数据,塔楼,南,钢混结构,精装,一梯两户,有,暂无数据,2022-11-15,商品房,2019-04-29,普通住宅,满两年,非共有,有抵押 400万元,已上传房本照片,楼层好，视野旷阔，采光充足，交通便利,业主现在诚心出售，证件齐，欢迎看房，随时恭候，如看中房子，可谈。,1、契税：首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、增值税：产证满2年免收增值税，未满2年征收5.6%。 3、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同。,,,,,,,,,,,,
40,恐龙园世茂香槟湖 楼层好 配套齐全 拎包入住,305万,22011,新北区恐龙园,世茂香槟湖二期,4室2厅1厨2卫,中楼层 (共28层),138.57㎡,平层,108.56㎡,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-04,商品房,2015-04-30,普通住宅,暂无数据,共有,有抵押 50万元 农业银行 业主自还,已上传房本照片,房东诚心出售，小生活配套设施齐全，恐龙园世茂香槟湖,,首套房90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以下1%，以上2%，三套房不论大小均为3%； 增值税分析：产证满2年免收增值税，未满2年征收5.3％；个税：产证满五年而且是唯一一套住房，免收个税，未满5年成交价的1%,,,沿街商铺小区配套万达广场、常发广场 丰臣广场 信特商场、世茂广场大润发， 医院：三井医院，华山医院、 邮局：中国邮政储蓄银行河海邮政储蓄所银行：中国建设银行ATM(常州工学院新北校区西北) 分店中国银行 24小时自助银行,,,精装修，家电齐全，空调地暖一应俱全，家里整洁干净，拎包入住，，，，，,,,,,,,
41,九龙仓时代上院 3室1厅 南,152万,17297,新北区恐龙园,九龙仓时代上院,3室1厅1厨1卫,中楼层 (共32层),87.88㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-11-22,商品房,2017-06-09,普通住宅,暂无数据,共有,有抵押,已上传房本照片,,,,,,,,,,,,,,,,
42,世茂三期地理位置好 采光佳 边户无遮挡 大四居 精装,360万,20134,新北区恐龙园,世茂香槟湖三期,4室2厅1厨2卫,中楼层 (共33层),178.81㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2022-04-29,商品房,2017-06-09,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房边户通透性好 无遮挡采光好 交通方便 精装修 拎包即住.,,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%，三套3% 2、增值税：产证满2年免收增值税，未满2年征收5.6％ 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,"中间楼层 西边户 两个套间朝南 1个次卧和书法朝北 采光无影响  
此房为地理位置好 业主也是精心挑选的家具 精装 业主目前换房所以也是诚心出售",,此房为世茂新的三期，交付时间2016年，小区新，楼道和小区公共区域环境干净整洁。 自己的物业公司，物业服务好，收费低。 人车分流，24小时安保。,,"此房 家具家电 都是品牌的 空调 暖气片都是进口的产品 每一块地砖都是精心挑选的进口货 
彰显了主人的品质  厨房也是花了大价钱来装置的.",,,,,,,
43,恐龙园旁，世茂五期精装修，未入住,188万,20000,新北区恐龙园,世茂香槟湖五期,3室2厅1厨1卫,中楼层 (共33层),94㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯五户,有,暂无数据,2023-01-18,商品房,2019-04-02,普通住宅,暂无数据,非共有,有抵押 65万元 客户偿还,已上传房本照片,随时可以看，价格低，中间楼层，房东诚心出售,,此房不满五唯一需交1个点个税，且面积90平以上，首套契税需交1.5个点，二套需交2个点，三套及以上需交3个点,,,小区紧靠紫荆公园与恐龙园，旁边就是东经120，与在建的龙湖天街跟大型菜场，还有规划的地铁6号线,小区是由世茂开发商建造的，物业也是开发商自带的世茂物业，小区地理位置优越，环境优美,,,,,,,,,
44,恐龙园九龙仓时代上院，经典小三房，有地暖 诚心出售,155万,17574,新北区恐龙园,九龙仓时代上院,3室2厅1厨1卫,高楼层 (共26层),88.2㎡,平层,68.74㎡,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2022-05-17,商品房,2013-11-25,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房户型方正，经典小三房，3开间朝南，楼层好，全天采光,,,,,,本小区距恐龙园一路之隔，出门就是。里面绿化环境有没，空气新鲜，物业管理不错的,恐龙园板块，居住舒适，总价比较低，适合做首套婚房居住，也适合老人养老,,出门就是主路，有公交车总站台，有多路线公交车路过，距离高架也挺方便的,,,,,,
45,恐龙园旁世茂香槟湖，毛坯别墅边户，位置好,1118万,25305,新北区恐龙园,世茂香槟湖三期,5室2厅1厨2卫,低楼层 (共3层),441.81㎡,,暂无数据,,南,钢混结构,毛坯,,,暂无数据,2021-08-24,商品房,2018-10-29,别墅,暂无数据,共有,无抵押,已上传房本照片,毛坯边户，位置好，随时看房，视野宽阔，采光无遮挡,,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房，90平以下成交价的1%，90平以上成交价的2%,三套及以上，成交价的3%",,,有恐龙园，迪诺水镇，江南环球港，奥体中新，新北万达广场，世茂广场，,世茂香槟湖地里位置在新北区恐龙园北邻，南邻青龙生活区，东西侧为教育科研用地，东至东经120度，南至北塘河，西至老藻江河，北到河海东路。世茂香槟湖总用地面积约为92万平方，建筑总面积约为136万平米。,,,,,,联排,,,
46,房东诚售世茂香槟湖三期毛坯四室，中间楼层，看房方便,338万,23803,新北区恐龙园,世茂香槟湖三期,4室2厅1厨2卫,中楼层 (共29层),142㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯三户,有,暂无数据,2022-05-25,商品房,2020-06-24,普通住宅,暂无数据,共有,无抵押,已上传房本照片,此房三开间朝南，中间楼层，户型方正，全天采光，看房方便,,此房满五但不唯一需交1个点个税，且面积90平朝上，首套需交1.5个点契税，二套2个点契税，三套及以上3个点,,,小区紧靠紫荆公园，恐龙园，旁边就是东经120与在建龙湖天街跟大型菜场，还有规划的地铁6号线,小区人车分流，一共9栋高层，其他都是别墅区，小区地理位置优越，环境优美，物业严谨，认真负责,,,,,,,,,
47,恐龙园商圈世茂一楼带前后院子小高层4房2卫精装修,270万,20850,新北区恐龙园,世茂香槟湖二期,4室2厅1厨2卫,低楼层 (共16层),129.5㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,2021-09-19,商品房,2016-03-17,普通住宅,暂无数据,共有,有抵押 60万元 客户偿还,已上传房本照片,此房满五不唯一，南北通透格局，边户，带前后院子，总高16层,,,,南北朝向，4房2卫，恐龙园商圈次新房，低楼层，方便老人小孩居住，小高层，得房率高，配套齐全,,,低楼层，方便老人小孩居住，前后带院子，可以自己改造种菜，而且多一个房间，房间还多,地中海风格精装，拎包即可入住，设备齐全，干净整洁，均使用品牌橱柜和卫浴,,,,,,,
48,看房方便    业主诚心出售  楼层好    纯毛坯,158万,14988,新北区恐龙园,九龙仓时代上院,3室1厅1厨1卫,低楼层 (共26层),105.42㎡,平层,82.16㎡,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2021-04-02,商品房,2015-03-24,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,小区环境优雅，配套成熟，交通便利，教育资源丰富，居住舒适,业主人很友好、热情，很有诚意出售。欢迎看房，随时恭候户型棒，成熟小区管理。,,,,生活设施齐 银行 *市 菜场 商场 饮食近在咫尺 生活起居很方便,,,,,,,,,,
49,恐龙园别墅群落，独有双联装修别墅，拎包入住,1080万,35455,新北区恐龙园,香树湾花园,5室2厅1厨5卫,低楼层 (共3层),304.62㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2023-01-10,商品房,2016-05-18,别墅,暂无数据,非共有,无抵押,已上传房本照片,装修三年花费近小四百万，地暖中、央空调新风系统全套，拎包入住,,,,,小区周/围生活配套设施齐全，南面有中华恐龙园五A旅游景点，迪诺水镇广场，西边是汉江路网红吃食一条街，北面是江南环球港！别墅旁边是别墅群落：美林湖，中海锦龙湾，长兴秀江南。成熟生活社区。,香树湾花园别墅是在中华恐龙园的北面，是大型别墅群坐落，香树湾花园是在别墅群落当中，也是别墅体量大的别墅小区。香树湾花园双联别墅共23幢，位置在小区西门入口，进出比较方便，出行便捷。此别墅在双联别墅的当中位置，前面视野开阔，别墅景观也好！,,别墅的窗户及阳光房用材是森鹰品牌；门/线条都是tata；地暖是博士，大金中/央空调；灯饰是米苏灯具，蒸烤箱、洗碗机是西门子品牌；冰箱是博士，灶具是方太......院子也全部做好，后花园有鱼池，围栏全种了花圃。停车也是很便捷！,,,,暂无数据,,,
50,房东诚售世茂二期精装小高层，带十几平露台，看房方便,245万,17500,新北区恐龙园,世茂香槟湖二期,3室2厅1厨2卫,低楼层 (共17层),140㎡,平层,暂无数据,板塔结合,南 北,混合结构,精装,四梯两户,有,暂无数据,2022-10-05,商品房,2016-09-23,普通住宅,暂无数据,共有,有抵押 60万元 业主自还,已上传房本照片,小区是开发商自己的物业，世茂物业，全天24小时安保。地理位置优越，环境优美。,,小区紧靠紫荆公园与恐龙园，旁边就是东经120，与在建的龙湖天街与大型菜场，还有规划的地铁6号线,,,,此房不满五唯一，需交1个点个税。面积90平以上，首套需交1.5个点契税，二套需交1.5个点契税，三套及以上需交3个点契税,,,,112438511784,此房为小高层，带一个十几平露台，户型方正，看房方便,,,,
